1644844459.000000, IBI
26.984375,0.687500
27.671875,0.687500
28.328125,0.656250
28.984375,0.656250
29.843750,0.859375
30.546875,0.703125
37.328125,0.640625
37.953125,0.625000
38.640625,0.687500
39.281250,0.640625
39.890625,0.609375
40.531250,0.640625
41.187500,0.656250
41.828125,0.640625
42.500000,0.671875
43.140625,0.640625
43.812500,0.671875
44.484375,0.671875
45.093750,0.609375
45.750000,0.656250
46.390625,0.640625
47.078125,0.687500
47.796875,0.718750
48.515625,0.718750
49.218750,0.703125
49.937500,0.718750
50.625000,0.687500
55.140625,0.546875
55.734375,0.593750
56.375000,0.640625
57.031250,0.656250
57.718750,0.687500
58.359375,0.640625
59.031250,0.671875
59.750000,0.718750
60.375000,0.625000
60.968750,0.593750
61.578125,0.609375
62.187500,0.609375
62.828125,0.640625
63.484375,0.656250
64.125000,0.640625
64.890625,0.765625
65.671875,0.781250
66.375000,0.703125
67.078125,0.703125
67.781250,0.703125
68.453125,0.671875
69.109375,0.656250
69.796875,0.687500
70.531250,0.734375
71.234375,0.703125
76.812500,0.671875
77.531250,0.718750
78.281250,0.750000
78.953125,0.671875
79.687500,0.734375
80.375000,0.687500
81.140625,0.765625
88.250000,0.640625
88.937500,0.687500
89.609375,0.671875
90.312500,0.703125
90.984375,0.671875
91.718750,0.734375
92.437500,0.718750
100.171875,0.703125
100.906250,0.734375
101.640625,0.734375
102.312500,0.671875
102.984375,0.671875
103.656250,0.671875
110.703125,0.703125
111.359375,0.656250
112.000000,0.640625
112.687500,0.687500
113.375000,0.687500
114.093750,0.718750
114.781250,0.687500
115.562500,0.781250
116.328125,0.765625
122.625000,0.656250
123.343750,0.718750
124.046875,0.703125
124.718750,0.671875
125.421875,0.703125
126.140625,0.718750
126.828125,0.687500
127.468750,0.640625
128.140625,0.671875
157.656250,0.765625
158.359375,0.703125
169.109375,0.656250
169.750000,0.640625
170.437500,0.687500
171.140625,0.703125
171.796875,0.656250
172.421875,0.625000
173.093750,0.671875
173.750000,0.656250
174.406250,0.656250
178.125000,0.734375
178.796875,0.671875
184.187500,0.671875
184.890625,0.703125
185.625000,0.734375
186.296875,0.671875
186.953125,0.656250
187.625000,0.671875
188.296875,0.671875
188.968750,0.671875
189.640625,0.671875
190.343750,0.703125
190.953125,0.609375
198.578125,0.687500
199.234375,0.656250
199.890625,0.656250
200.625000,0.734375
201.312500,0.687500
201.953125,0.640625
202.625000,0.671875
203.265625,0.640625
203.906250,0.640625
204.562500,0.656250
205.296875,0.734375
211.203125,0.656250
211.843750,0.640625
212.515625,0.671875
222.781250,0.687500
223.421875,0.640625
224.015625,0.593750
224.625000,0.609375
225.234375,0.609375
225.906250,0.671875
226.546875,0.640625
227.203125,0.656250
227.890625,0.687500
228.531250,0.640625
229.140625,0.609375
229.750000,0.609375
230.375000,0.625000
231.000000,0.625000
231.625000,0.625000
232.312500,0.687500
256.734375,0.609375
257.406250,0.671875
258.093750,0.687500
258.781250,0.687500
259.578125,0.796875
260.296875,0.718750
260.984375,0.687500
261.656250,0.671875
262.359375,0.703125
263.078125,0.718750
263.687500,0.609375
264.312500,0.625000
264.937500,0.625000
265.640625,0.703125
266.343750,0.703125
267.109375,0.765625
267.890625,0.781250
268.609375,0.718750
269.250000,0.640625
284.359375,0.656250
285.046875,0.687500
285.734375,0.687500
286.406250,0.671875
287.093750,0.687500
287.734375,0.640625
288.343750,0.609375
288.968750,0.625000
289.593750,0.625000
293.109375,0.671875
293.718750,0.609375
294.421875,0.703125
295.140625,0.718750
295.765625,0.625000
296.375000,0.609375
296.984375,0.609375
297.640625,0.656250
298.265625,0.625000
298.968750,0.703125
299.625000,0.656250
300.265625,0.640625
